original_name,encoded_name
Air Jordan 1 Mid SE,0.55858397
WTS,0.422691542
Nike Air Max Plus,0.493617074
Nike Dunk Low SE,0.55858397
Nike Airforce 1,0.428475495
Jordan 5 jordan 1 shoes,0.428475495
BNIB NIKE AIR JORDAN 1 MID SAIL STEALTH WHITE,0.55858397
Nike Air Max,0.470901103
Nike sb dunk low Yuto Horigome,0.55858397
Air Jordan high retro OG true blue,0.428475495
Nike AIR JORDAN DUB ZERO,0.55858397
AIR JORDAN 1 MID IN PURPLE PULSE,0.428475495
Wmns Air Jordan 1 Low Ice Blue,0.564542606
Nike Air Max,0.470901103
Nike Dunk Low Team Gold,0.55858397
Nike Jordan Air 1 Low Junior,0.428475495
Jordan 1 ,0.428475495
Airmax,0.428475495
Air Jordan 1 Low  Cardinal Red,0.428475495
New Nike Dunk Low Black black and white panda,0.55858397
US10Nike SB Dunk Born X Raised,0.570943531
WTS BNDS VNDS,0.428475495
Air Jordan 1 High OG University Blue,0.428475495
Nike Air Max 90 Leather Triple White,0.428475495
WTS or WTT Kobe Mentality  Jordan AMM Tees,0.55858397
New Nike Air Force 1 Low,0.55858397
Nike Air Jordan 4 White Oreo 2021,0.428475495
Nike Air Jordan 4 Retro SE Craft,0.55858397
